date,trip_count_diff1,trip_count_hp_cycle,trip_count_hp_trend,avg_fare_diff1,avg_fare_hp_cycle,avg_fare_hp_trend,total_revenue_diff1,total_revenue_hp_cycle,total_revenue_hp_trend
2023-01-15,-15893.0,-1833.7613099739392,97857.76130997394,0.837707867966607,0.1732092664962508,18.78963044024373,-317215.0,-53797.7490498987,2681564.0390498987
2023-01-16,-16656.0,-18764.429632034095,98132.4296320341,1.2245558431037828,1.4161339091384768,18.771261640705287,-313617.93999999994,-373665.0176868276,2687813.3676868277
2023-01-17,20822.0,1787.453411569877,98402.54658843012,-1.1051017081429961,0.3286948589762275,18.75359898272454,520528.0800000001,140673.73970116023,2694002.69029884
2023-01-18,5073.0,6595.103164988759,98667.89683501124,-0.7361929325494039,-0.39058858106378125,18.736689490215145,44402.029999999795,178947.563873054,2700130.896126946
2023-01-19,8483.0,14817.721180294582,98928.27881970542,-0.10093246366756858,-0.4754142778327264,18.72058272331652,209423.81999999983,382304.32014232175,2706197.959857678
2023-01-20,-5218.0,9344.458121417672,99183.54187858233,-0.013490813904848409,-0.4736475967883571,18.705325228367304,-141121.97999999998,235175.06305419374,2712205.236945806
2023-01-21,2487.0,11581.350318019933,99433.64968198007,-0.9552096767980593,-1.4144919286052051,18.690959883386093,-158406.5499999998,70816.71727488516,2718157.032725115
2023-01-22,-22157.0,-10820.638002537016,99678.63800253702,1.9782012927826393,0.5771433358602849,18.677525911703242,-318561.89000000013,-253647.60715179006,2724059.46715179
2023-01-23,130.0,-10930.63197516257,99918.63197516257,-0.7419897851641011,-0.15237215996011244,18.665051622359538,-21137.739999999758,-280645.0866073044,2729919.2066073045
2023-01-24,14012.0,2846.326757811141,100153.67324218886,-0.7375522779334069,-0.8784425931962225,18.65356977766224,293158.58999999985,6691.749684331007,2735740.960315669
2023-01-25,5325.0,7941.280895348085,100383.71910465191,-0.43754961696082617,-1.3055343967022992,18.643111964207492,81731.2200000002,82636.65797045501,2741527.272029545
2023-01-26,5652.0,13368.251174014396,100608.7488259856,0.9930976564434992,-0.3030277665363137,18.633702990485006,296276.8299999996,373160.0228645331,2747280.7371354667
2023-01-27,-3261.0,9887.197055060591,100828.80294493941,-0.2720741184174216,-0.5667564858853638,18.625357591416634,-128917.83999999985,238518.33135149768,2753004.5886485022
2023-01-28,-66.0,9605.974849650971,101044.02515034903,-0.7521283536108001,-1.3116154118265442,18.618088163747014,-206322.00999999978,26495.971095116343,2758704.938904884
2023-01-29,-23280.0,-13884.635421150888,101254.63542115089,1.99304733506591,0.6876173558866334,18.611902731099747,-350846.70999999996,-330035.540660067,2764389.740660067
2023-01-30,-4335.0,-18425.927856457696,101460.9278564577,-0.37560655654741026,0.31711433382982435,18.606799196609145,-109133.16000000015,-444846.1111137285,2770067.1511137285
2023-01-31,16593.0,-2035.0894208496175,101663.08942084962,-0.8130555387097367,-0.491922777369755,18.602780769098988,357462.3799999999,-93059.36089501576,2775742.7808950157
2023-02-01,7243.0,5009.835096462542,101861.16490353746,-0.45554027223563764,-0.9445353847693205,18.599853104262916,142639.7000000002,43904.311821485404,2781418.8081785147
2023-02-02,5237.0,10052.81660911844,102055.18339088156,0.22165323708399143,-0.721047105516547,18.598018062094134,177083.69999999972,215310.1269118134,2787096.6930881864
