date,trip_count_diff1,trip_count_hp_cycle,trip_count_hp_trend,avg_fare_diff1,avg_fare_hp_cycle,avg_fare_hp_trend,total_revenue_diff1,total_revenue_hp_cycle,total_revenue_hp_trend
2023-09-24,0.0,-82404.96370559443,100495.96370559443,-0.4930111671344761,0.08219571490487354,20.822117110955396,0.0,-2548796.4352270616,3007403.2252270617
2023-09-25,72283.0,-10493.574758749426,100867.57475874943,-1.2797978104797423,-1.193636761111435,20.818151776491963,2171617.01,-388081.97842865344,3018305.7784286533
2023-09-26,21072.0,10198.097297501605,101247.9027024984,0.5632141090384764,-0.6257436418348021,20.813472766253806,659512.5300000003,260328.5148351728,3029407.8151648273
2023-09-27,6539.0,16349.596583619073,101635.40341638093,-0.05882621303196345,-0.679209430725848,20.80811234211289,190967.3700000001,440039.4936063057,3040664.2063936945
2023-09-28,8214.0,24170.38853104101,102028.61146895899,0.6080602182732555,-0.06513480801202576,20.802097937672322,344099.73,772771.5982189588,3052031.8317810413
2023-09-29,-22288.0,1484.8124169108778,102426.18758308912,3.2834182544087653,3.224929638347355,20.795451745721707,-292075.36000000034,469257.10364088183,3063470.966359118
2023-09-30,8084.0,9168.021018460626,102826.97898153937,-5.002116729396981,-1.76993080179518,20.78819545646726,-472372.68999999994,-14592.467903988902,3074947.847903989
2023-10-01,-10252.0,-1486.8443439637485,103229.84434396375,2.635594382313265,0.873483393153812,20.780375643831533,61808.64000000013,35731.684997298755,3086432.3350027013
2023-10-02,-3029.0,-4919.713090919147,103633.71309091915,-0.5645366511028946,0.3172971610188462,20.772025224863604,-81554.39000000013,-57284.543646099046,3097894.173646099
2023-10-03,12936.0,7612.4968296019215,104037.50317039808,-1.2809537338448358,-0.954815204415933,20.763183856453548,212315.8999999999,143622.14446752844,3109303.3855324714
2023-10-04,6220.0,13429.905430356099,104440.0945696439,-0.06651949618795072,-1.0120444879223456,20.75389364377201,173902.81000000006,306198.78965025814,3120629.5503497417
2023-10-05,4478.0,17507.573985698546,104840.42601430145,0.7357347850402576,-0.26660538369844033,20.744189324588362,243302.05000000028,538287.0340186087,3131843.3559813914
2023-10-06,-7420.0,9690.460144170953,105237.53985582905,0.005246700903200008,-0.25126718589361374,20.734097827686735,-228240.03000000026,298972.50704411557,3142917.8529558843
2023-10-07,-3222.0,6075.386465009564,105630.61353499044,-1.6944270645457031,-1.9352404474635279,20.723644024710946,-431529.3999999999,-143469.28525102,3153830.24525102
2023-10-08,-14585.0,-8897.899264618434,106018.89926461843,2.9114841916182215,0.9870369203508389,20.7128508485148,-25297.399999999907,-179496.48373122606,3164560.043731226
2023-10-09,-12544.0,-21824.696135527804,106401.6961355278,0.3264297879169398,1.324591257241341,20.70172629954124,-337576.6499999999,-527598.7422448406,3175085.6522448407
2023-10-10,24819.0,2617.765418096882,106778.23458190312,-1.2534979838548672,0.08253357866890454,20.690285994258808,669868.71,131971.53036353085,3185384.0896364693
2023-10-11,7800.0,10048.423362504196,107147.5766374958,-0.43735155354138655,-0.3430877503612777,20.678555769747604,181699.00999999978,303626.3262272342,3195428.3037727657
2023-10-12,9155.0,18842.195465135475,107508.80453486452,0.9920409041679008,0.6609468236333313,20.666562099920895,424360.8999999999,718223.2691807691,3205192.2608192307
2023-10-13,-9381.0,9108.921959301137,107861.07804069886,-0.8447771119786083,-0.1715969998343212,20.65432881140994,-422639.0299999998,286124.2302629077,3214652.2697370923
2023-10-14,3460.0,12226.297691000931,108203.70230899907,-1.0893647933907822,-1.2485178125594842,20.64188483074432,-176051.43000000017,100934.8886662093,3223790.1813337905
2023-10-15,-18130.0,-6236.05277865706,108536.05277865706,1.8842892868005023,0.648398544582637,20.6292577604027,-217912.97999999998,-125777.96416545799,3232590.054165458
2023-10-16,-1043.0,-7600.599227281462,108857.59922728146,-0.2030854605005139,0.45810527524618294,20.616465569238642,21050.25,-113174.38560680998,3241036.72560681
2023-10-17,13715.0,5804.236685210271,109167.76331478973,-0.7866656153855658,-0.31562600008163244,20.60353122918089,297581.13000000035,176329.40747641958,3249114.0625235806
2023-10-18,4303.0,9809.091945499633,109465.90805450037,0.32304484426062174,0.020468826438751364,20.59048124692113,179691.43999999994,348329.85147764534,3256805.058522355
2023-10-19,7323.0,16846.55875449124,109751.44124550876,0.27118258276422935,0.30479296235888853,20.57733969376522,268428.33999999985,609469.1822238667,3264094.0677761333
2023-10-20,-3657.0,12917.153625651903,110023.8463743481,-0.4808016111513176,-0.1627997539847179,20.56413079895751,-199467.66000000015,403127.4578117477,3270968.132188252
2023-10-21,-2835.0,9823.263083569036,110282.73691643096,-1.3996012396341762,-1.5491513382012805,20.550881143539897,-394766.08999999985,1910.503643644508,3277418.9963563555
2023-10-22,-13950.0,-4371.82601656513,110527.82601656513,2.1652374880786205,0.6293512410338948,20.537616052383342,-55738.049999999814,-59850.065429459326,3283441.5154294595
2023-10-23,-7520.0,-12122.902616341438,110758.90261634144,0.11174565114661306,0.7543640475332758,20.524348897030574,-145410.14000000013,-210849.2492981213,3289030.5592981214
2023-10-24,13525.0,1185.2780758746376,110975.72192412536,-0.7711427552823693,-0.0035277158481079596,20.51109790512959,292252.14000000013,76252.91395316226,3294180.536046838
2023-10-25,6543.0,7526.054392632868,111177.94560736713,0.18179891369736012,0.19148197794021016,20.49788712503863,227849.0299999998,299398.25316311326,3298884.2268368867
2023-10-26,10044.0,17382.755520818842,111365.24447918116,-0.030590092819458903,0.17403843226346538,20.484740577895916,299802.5099999998,594949.9887992027,3303135.001200797
2023-10-27,-2867.0,14343.652575910819,111537.34742408918,0.18319555311863667,0.3702908009539527,20.471683762324066,-81785.11999999965,509371.33115719864,3306928.5388428015
2023-10-28,4032.0,18218.88254718705,111694.11745281295,-0.5907728359682025,-0.2075417925250278,20.458743519834844,-122615.33000000007,383419.42986937193,3310265.110130628
2023-10-29,-21634.0,-3556.5282524057984,111835.5282524058,0.3177048011952479,0.12295697938295902,20.445949549122105,-527455.8399999999,-146920.21576635074,3313148.915766351
2023-10-30,-11889.0,-15571.694087718555,111961.69408771856,-0.8438208349683904,-0.7082442539403146,20.433329947476988,-372304.4400000004,-521662.85493530007,3315587.1149353
2023-10-31,4271.0,-11411.701781254349,112072.70178125435,-0.8077984621362297,-1.5036265295323155,20.42091376093276,6580.220000000205,-517081.25317916274,3317585.7331791627
2023-11-01,24568.0,13060.481996444185,112168.51800355582,0.6511724704258128,-0.8402648688488021,20.40872457067506,810840.6299999999,292198.33913672157,3319146.7708632783
2023-11-02,1840.0,14819.978628088924,112249.02137191108,0.6659376728284592,-0.1623769811782516,20.396774355832967,166511.41000000015,457588.2814714988,3320268.2385285012
2023-11-03,-5928.0,8826.808721067675,112314.19127893233,-0.19455050200218693,-0.3452217393578074,20.385068612010336,-185702.77000000002,271203.3486674987,3320950.4013325013
2023-11-04,794.0,9570.878531081267,112364.12146891873,-1.0964424358624356,-1.4302071451121243,20.373611581902217,-284617.08999999985,-13660.395206725225,3321197.0552067254
2023-11-05,-15376.0,-5839.973794261459,112398.97379426146,1.568034390526229,0.14903398286062952,20.362404844455693,-179526.63000000035,-193004.05870105186,3321014.0887010517
2023-11-06,-4956.0,-10815.983956723081,112418.98395672308,0.6653716015096016,0.8253714857570529,20.35143894306887,28156.430000000168,-164240.82496107602,3320407.284961076
2023-11-07,10077.0,-744.3425965399801,112424.34259653998,-1.5859598736683296,-0.7498550159358359,20.34070557109343,2833.939999999944,-160380.53790354542,3319380.9379035453
2023-11-08,11438.0,10702.84310271786,112415.15689728214,0.34577406512538644,-0.39357817020520613,20.330202790488187,465144.3999999999,306206.72584511014,3317938.0741548897
2023-11-09,4808.0,15534.471700864684,112391.52829913532,0.9207543331744859,0.5374560761638421,20.319922877293624,290593.9500000002,598658.2671626126,3316080.4828373874
2023-11-10,-3424.0,12148.359174048892,112353.64082595111,-0.9426530855999218,-0.39512920282407293,20.309855070681618,-332276.06000000006,268650.3742204681,3313812.315779532
2023-11-11,-1330.0,10870.201633668068,112301.79836633193,-0.8519104552637735,-1.2371773442678986,20.29999275686167,-218847.54000000004,52472.80591342924,3311142.3440865707
2023-11-12,-15542.0,-4606.39854621944,112236.39854621944,1.533881697877284,0.3063708372642182,20.290326273206837,-176076.7799999998,-120543.04178330489,3308081.411783305
2023-11-13,-5585.0,-10112.92286656794,112157.92286656794,0.008992046273515797,0.32485274577587475,20.280836410968696,-83581.09000000032,-200683.48777729925,3304640.767777299
2023-11-14,14812.0,4790.182714866925,112066.81728513307,-0.8662325559418775,-0.5320497245686369,20.27150632537133,309964.70999999996,113091.2591399476,3300830.730860052
2023-11-15,6769.0,11662.5502721417,111963.4497278583,0.3370276339052154,-0.18583744351074927,20.262321678218658,244531.01000000024,361792.92866063677,3296660.071339363
2023-11-16,6286.0,18063.77491802654,111848.22508197346,-0.014320770208865241,-0.19110056149360943,20.253264025992653,188236.64000000013,554551.2078592288,3292138.4321407713
2023-11-17,-9242.0,8948.361776477745,111721.63822352226,0.2730184365534143,0.09086840980805633,20.2443134912444,-241849.66999999993,317561.7221980784,3287278.247801922
2023-11-18,5040.0,14125.676590472329,111584.32340952767,-1.905364304998045,-1.805631125929203,20.235448721983616,-260209.3500000001,62534.38819503505,3282096.231804965
2023-11-19,-27747.0,-13473.983943014071,111436.98394301407,1.234806700874021,-0.5620247704367252,20.22664906736516,-568346.5,-500327.42795397993,3276611.54795398
2023-11-20,225.0,-13092.43212142396,111280.43212142396,-0.015148699095703932,-0.5684043463722048,20.217879944204935,55892.50999999978,-438667.2125714733,3270843.842571473
2023-11-21,12611.0,-316.3762762743427,111115.37627627434,0.6296086899315974,0.0699818550563549,20.209102432707972,427090.8200000003,-5541.4514288106,3264808.901428811
2023-11-22,-19851.0,-19994.423717229452,110942.42371722945,-0.20918885301039936,-0.13037779248936943,20.200273227243297,-603799.2000000002,-603050.8755194824,3258519.1255194824
2023-11-23,-27160.0,-46974.17931277852,110762.17931277852,-1.2244671410309707,-1.3459212684404243,20.19134956216338,-949923.74,-1546442.3630788678,3251986.873078868
2023-11-24,12928.0,-33859.09365345001,110575.09365345,0.08436627325134083,-1.2524930988449228,20.18228766581922,441991.24999999977,-1097684.0891720098,3245219.8491720096
2023-11-25,10587.0,-23078.254874685153,110381.25487468515,1.6071378408467396,0.3638990264541775,20.17303338136686,411421.7400000002,-679256.326438312,3238213.826438312
2023-11-26,-3444.0,-26321.48985348655,110180.48985348655,1.6154504014182791,1.9888599215755747,20.163522887663742,90730.9700000002,-581267.6377325407,3230956.107732541
2023-11-27,11714.0,-14399.447393902505,109972.4473939025,-0.723321044933499,1.2753665928756561,20.15369517143016,355787.7999999998,-217952.48473410588,3223428.754734106
2023-11-28,23339.0,9155.426797934226,109756.57320206577,-1.2332910262810586,0.052266172496974406,20.143504565527785,536593.1600000001,326460.08596738335,3215609.344032617
2023-11-29,-5221.0,4158.798122738022,109532.20187726198,0.5804317758065913,0.6432872702214532,20.132915243609897,-95422.90000000037,239172.7595144515,3207473.7704855483
2023-11-30,9861.0,14253.261337498043,109298.73866250196,0.18651399419765724,0.8408247254108652,20.121891782618142,341241.5900000003,588887.6720674797,3199000.4479325204
2023-12-01,3826.0,18322.37910971175,109055.62089028825,-0.6773829339424289,0.17492985095607239,20.110403723130506,9889.989999999758,607608.4743180219,3190169.635681978
2023-12-02,-6325.0,12250.604128008257,108802.39587199174,-0.9637604614830089,-0.7768539809665107,20.09842709357008,-450169.9299999997,166642.04307127697,3180966.136928723
2023-12-03,-16100.0,-3585.7522953653533,108538.75229536535,1.214953618409357,0.4505874588856109,20.085939272127316,-237830.63000000035,-61601.89320455119,3171379.443204551
2023-12-04,-3823.0,-7134.473374428417,108264.47337442842,0.34563019571504583,0.809245283978985,20.072911642748988,554.1800000001676,-51068.60185948899,3161400.331859489
2023-12-05,18416.0,11566.685344641548,107979.31465535845,-0.7650041989077181,0.05783366168330417,20.05931906613695,446514.9500000002,405827.57507968694,3151019.104920313
2023-12-06,8660.0,20523.023365615867,107682.97663438413,0.09940414159303401,0.17141422224365144,20.045142647169637,277692.63999999966,694313.6496340507,3140225.670365949
2023-12-07,5880.0,26710.75094315056,107375.24905684944,0.7016642722420663,0.88785720468249,20.030363936972865,274455.8000000003,979982.0524390684,3129013.0675609317
2023-12-08,-2975.0,24054.9199752399,107056.0800247601,-0.6320067889313279,0.2712485434109766,20.01496580931305,-217204.0,774411.4267717986,3117379.6932282015
2023-12-09,2726.0,27111.376258404853,106725.62374159515,-0.7497904938509201,-0.46251412983354,19.998937988706647,-181805.9500000002,604653.66431939,3105331.50568061
2023-12-10,-23036.0,4416.779980215972,106384.22001978403,0.7500783387604884,0.30422990499632263,19.982272292637273,-503807.27,113297.46137217944,3092880.4386278205
2023-12-11,-1495.0,3273.582135525736,106032.41786447426,0.03088230093006672,0.35242752875699423,19.964956969806668,59212.66000000015,185347.4686829704,3080043.0913170297
2023-12-12,16005.0,19640.19963909418,105670.80036090582,0.01634278794750088,0.38674467014160996,19.946982616369553,461033.9299999997,659587.5527957589,3066836.937204241
2023-12-13,9474.0,29485.02414655997,105299.97585344003,-0.26616954640655166,0.1392151922757563,19.928342547828855,243959.23000000045,917102.8401043229,3053280.8798956773
2023-12-14,8546.0,38410.29576881138,104920.70423118862,1.0597482160388623,1.2182728923149888,19.909033063828485,417778.74999999953,1348763.5575923063,3039398.9124076935
2023-12-15,-3271.0,35526.027108834314,104533.97289116569,-0.8347218493321051,0.4035325686077229,19.889051538203645,-242441.0499999998,1120499.3158325534,3025222.1041674465
2023-12-16,-5008.0,30910.934393875723,104141.06560612428,-0.7287686875654487,-0.30458932579742637,19.868404745043346,-417563.98999999976,717365.4982716902,3010791.93172831
2023-12-17,-28865.0,2443.4597306030482,103743.54026939695,0.2002906389344581,-0.08299651393344831,19.847102572113826,-717764.9500000002,14233.962528288364,2996158.5174717116
2023-12-18,-5789.0,-2945.1932846124982,103343.1932846125,-0.37450218160913096,-0.43554868038378913,19.825152556955036,-156297.41000000015,-127282.44900668832,2981377.519006688
2023-12-19,20241.0,17697.160090744306,102941.8399092557,-0.16035835895256412,-0.5733160790830567,19.80256159670174,548281.1100000003,435871.476227765,2966504.703772235
2023-12-20,-3386.0,14711.727324445572,102541.27267555443,0.14019927270651067,-0.4098884374483731,19.779333227773567,-76651.26000000024,374130.0629103151,2951594.857089685
2023-12-21,-1656.0,13453.579332102177,102143.42066789782,0.13741412469855518,-0.2486076478312178,19.755466562854966,-35016.35000000009,354002.4425137942,2936706.1274862057
2023-12-22,-5854.0,7992.673512910464,101750.32648708954,-0.3963884522151879,-0.6204870891024008,19.73095755191096,-243707.2999999998,125101.71970499214,2921899.550295008
2023-12-23,-27724.0,-19345.136542415683,101364.13654241568,0.3099401737512615,-0.28538959007786957,19.70580022663769,-790338.0299999998,-650575.652349629,2907238.892349629
2023-12-24,-17487.0,-36455.05891502593,100987.05891502593,-0.994977673068842,-1.254550867531286,19.679983831022266,-572720.7600000002,-1208846.4057746553,2892788.8857746553
2023-12-25,-19934.0,-56023.15241804102,100621.15241804102,2.9697881226563787,1.7417256791757438,19.653495406971615,-352906.19999999995,-1547572.9628208082,2878609.242820808
2023-12-26,22563.0,-33107.194575546644,100268.19457554664,0.1811803968561705,1.9500891667873184,19.62631231621621,758157.81,-775556.2582202454,2864750.3482202454
2023-12-27,12783.0,-19985.53063421791,99929.53063421791,0.17487616134751605,2.152852284623169,19.598425359727877,403866.8800000001,-358189.67555572,2851250.64555572
2023-12-28,3149.0,-16513.250383981722,99606.25038398172,-0.12851977064327258,2.052917488245029,19.569840385462744,83375.5,-261706.124179597,2838142.594179597
2023-12-29,1714.0,-14492.289405423624,99299.28940542362,-0.433275165912427,1.648902854903863,19.540579852891483,9349.44999999972,-239669.96963501722,2825455.889635017
2023-12-30,-3589.0,-17791.45586207375,99009.45586207375,-0.16000463643185725,1.5187960094659836,19.510682061897505,-177768.2999999998,-405200.5881277444,2813218.2081277445
2023-12-31,-5588.0,-23107.446094241546,98737.44609424155,-1.2366834131590707,0.31259662282435485,19.480198035380063,-297030.68000000017,-690468.4365582201,2801455.37655822
2024-01-01,4054.0,-18799.81916248439,98483.81916248439,2.6865612978218856,3.0301654406828895,19.449190515343414,363596.58999999985,-315606.5652791364,2790190.095279136
2024-01-02,-5291.0,-23855.95582916442,98248.95582916442,-0.9296024845975381,2.1320288156259757,19.41772465580279,-167006.3099999996,-471862.51695463154,2779439.7369546317
2024-01-03,6876.0,-16764.091796310793,98033.0917963108,-1.310291560983206,0.8535729187659555,19.385888991679604,80001.36999999965,-381640.6490130015,2769219.2390130013
2024-01-04,20304.0,3736.7213077806227,97836.27869221938,-1.314729944273445,-0.42905654256279036,19.353788508734905,446470.43999999994,74509.13203194318,2759539.8979680566
2024-01-05,246.0,4160.561207374092,97658.43879262591,-0.6158050468348613,-1.0126078596032784,19.32153477894053,-74406.2799999998,9232.684424483683,2750410.0655755163
2024-01-06,-6021.0,-1701.5232059923,97499.5232059923,-0.5190252512439741,-1.499334395553575,19.289236063646854,-294873.7400000002,-277069.65850724187,2741838.6685072416
2024-01-07,-29254.0,-30815.515143876153,97359.51514387615,2.240842801731201,0.7737516589524915,19.25699281087199,-543152.3899999999,-812218.0846749421,2733834.704674942
2024-01-08,12414.0,-18280.38468879799,97238.38468879799,-0.8169491609260788,-0.011098590797409713,19.22489389969581,320602.24,-484186.17410715995,2726405.03410716
2024-01-09,13835.0,-4342.864149241737,97135.86414924174,-1.9031766199886775,-1.8824154905944894,19.193034179504213,144600.45999999996,-332730.92971758684,2719550.2497175867
2024-01-10,1148.0,-3110.544781340359,97051.54478134036,1.0243883900015085,-0.8265013351345729,19.161508414045805,188968.01000000024,-137479.87841548352,2713267.2084154836
2024-01-11,9824.0,6780.015668527354,96984.98433147265,0.6786240105698056,-0.11676575277729029,19.130396842258328,360170.85999999987,228407.9902581717,2707550.1997418283
2024-01-12,-1371.0,5458.283455099823,96935.71654490018,-0.01977539481142898,-0.10591763108478602,19.099773325754395,-44716.68000000017,188849.05756393308,2702392.4524360667
2024-01-13,997.0,6487.672518179752,96903.32748182025,-1.2480100214485361,-1.3238651519552391,19.069710825176312,-210660.9299999997,-17208.377644977067,2697788.957644977
2024-01-14,-10266.0,-3762.4453188148327,96887.44531881483,0.6072471589936939,-0.6871886516859504,19.040281483900717,-193419.4700000002,-206575.053683992,2693736.163683992
2024-01-15,-17052.0,-20814.748291667493,96887.74829166749,1.4348919981455452,0.7764376000649591,19.011547230295353,-299450.88999999966,-502520.1660878514,2690230.3860878516
2024-01-16,15903.0,-4927.885604947849,96903.88560494785,-0.18133059447269062,0.6230895455412337,18.983564690346387,471270.23,-28285.896447981708,2687266.346447982
2024-01-17,17065.0,12105.654144400163,96935.34585559984,-0.9924775500538523,-0.3422197952370851,18.956396481070854,347210.8499999996,321356.4111146098,2684834.88888539
2024-01-18,15.0,12074.420383241348,96981.57961675865,-0.30566582902625683,-0.6215991704679809,18.930110027275493,-35500.05999999959,287764.60073428974,2682926.6392657105
2024-01-19,-14349.0,-2335.130869384797,97042.1308693848,-0.6341154055737057,-1.230374661948403,18.90477011318221,-463497.2000000002,-174340.66305651562,2681534.7030565157
2024-01-20,12615.0,10205.363238737322,97116.63676126268,-0.8504252494112556,-2.0564665249004612,18.880436726723012,122407.70999999996,-51052.656131248455,2680654.4061312485
2024-01-21,-24036.0,-13918.716422191588,97204.71642219159,2.130934103823055,0.09774394344735526,18.85716036219825,-338639.6200000001,-389317.59914218495,2680279.729142185
2024-01-22,1206.0,-12814.067727057627,97306.06772705763,0.09859330359550711,0.21852196313008676,18.834975646111026,96731.99000000022,-292710.13881678693,2680404.258816787
2024-01-23,14161.0,1232.718846756412,97420.28115324359,-0.9376398046127683,-0.6980601545331879,18.813917959161532,276069.6699999999,-17254.787888696883,2681018.577888697
2024-01-24,5213.0,6319.151695847104,97546.8483041529,-0.015375548644673387,-0.6935421121925565,18.794024368176228,151111.47999999998,132764.25947433058,2682111.0105256694
2024-01-25,5114.0,11294.729705091551,97685.27029490845,0.6045952811791118,-0.07024901655216453,18.775326553714947,217546.7999999998,348752.3222433352,2683669.7477566646
2024-01-26,-4597.0,6547.903000480277,97835.09699951972,-0.40950517384691665,-0.462278481616476,18.757850844932342,-189134.4299999997,157603.63497377466,2685684.0050262255
2024-01-27,4635.0,11022.034557311665,97995.96544268834,-1.027763561099718,-1.4738142267220198,18.741623028938168,-101231.2200000002,53910.73123096628,2688145.6887690336
2024-01-28,-17561.0,-6710.563173058763,98167.56317305876,1.3140436530360482,-0.1448128706263887,18.726665325878585,-280495.4499999997,-229486.95149720088,2691047.921497201
2024-01-29,-7993.0,-14885.662785838445,98349.66278583845,0.4275840682789074,0.29644793965469063,18.712988583876413,-99046.47999999998,-331869.7517007049,2694384.241700705
2024-01-30,16602.0,1524.0149028020533,98541.98509719795,-1.2540513777273326,-0.9452173878674337,18.700602533671205,305817.01999999955,-29814.907136871945,2698146.4171368717
2024-01-31,845.0,2166.863935201298,98744.1360647987,0.18461752982128488,-0.7495165177843965,18.689519193409453,43849.43000000017,9857.285160365514,2702323.6548396344
2024-02-01,7740.0,9695.26659432362,98955.73340567638,0.6032175432408522,-0.1365230690276924,18.6797432878936,294007.39000000013,299283.39821036905,2706904.931789631
2024-02-02,-4505.0,4969.588443504239,99176.41155649576,-0.6427992713499222,-0.7708528111036372,18.671273758619623,-214980.8200000003,79328.20897320146,2711879.3010267983
2024-02-03,5042.0,9782.120236922565,99405.87976307744,-0.9899124667305514,-1.753600012879314,18.66410849366475,-93251.45999999996,-19282.074876551982,2717238.124876552
2024-02-04,-22299.0,-12754.885616831816,99643.88561683182,2.154217548976675,0.40648659659425945,18.65823943316785,-293577.3299999996,-318594.6577646844,2722973.3777646846
2024-02-05,415.0,-12586.252188492173,99890.25218849217,-0.3527482280577203,0.058332815300882856,18.653644986403506,36042.0,-288656.1653355472,2729076.8853355474
2024-02-06,13585.0,744.2958685355261,100144.70413146447,-0.5992281461423374,-0.5375570435548909,18.650306699116943,291062.48999999976,-4054.804941379465,2735538.0149413794
2024-02-07,823.0,1305.1310169887292,100406.86898301127,0.763173735974835,0.22771682438460417,18.648206567152283,126096.08000000007,115235.38335080631,2742343.9066491937
2024-02-08,10930.0,11965.619976581162,100676.38002341884,-0.04287195423996337,0.1857289987599664,18.647322438536957,305710.75,413808.37076107133,2749481.6692389287
2024-02-09,-3633.0,8056.1193965712155,100952.88060342878,-0.20711495498812482,-0.02169743606384955,18.647633918372648,-144377.8500000001,261972.8893475691,2756939.300652431
2024-02-10,1080.0,8852.893598902578,101236.10640109742,-1.0948255629617236,-1.118011125508108,18.649122044855183,-216676.98999999976,37527.20820262842,2764707.991797372
2024-02-11,-14856.0,-6292.855255896138,101525.85525589614,1.4737872777064673,0.3531305082916525,18.65176768876189,-195689.6900000004,-166235.4449771745,2772780.9549771743
2024-02-12,-4427.0,-11015.993316660548,101821.99331666055,-0.12229110060616932,0.22706400220632617,18.655543094241047,-57140.799999999814,-231746.98205705313,2781151.692057053
2024-02-13,-22716.0,-34034.338176244346,102124.33817624435,-2.1762161432971325,-1.9540322770631349,18.660423230213375,-815662.8499999999,-1056070.5622213206,2789812.4222213207
2024-02-14,52046.0,17703.377572447193,102432.62242755281,1.3381890228769286,-0.6218048416094923,18.66638481763666,1478780.55,413768.83351686737,2798753.576483133
2024-02-15,1101.0,18490.683947142854,102746.31605285715,0.3031917438273304,-0.3256177802046416,18.67338950005914,71951.7799999998,476516.75283696456,2807957.4371630354
2024-02-16,-17014.0,1157.97436543589,103065.02563456411,0.7795868286424721,0.4459644253447941,18.681394123152177,-351192.46999999974,115872.24075767584,2817409.4792423244
2024-02-17,-204.0,630.4995698890853,103388.50043011091,-1.623651821841264,-1.1866462934485504,18.690353020104258,-309708.91000000015,-203526.04452909157,2827098.8545290916
2024-02-18,-11817.0,-11514.498631922092,103716.49863192209,1.2006546754830758,0.0041374369513889064,18.700223965187394,-152779.58999999985,-366222.38890736084,2837015.608907361
2024-02-19,-17249.0,-29095.783297387985,104048.78329738798,1.80399183255496,1.7973976582415503,18.710955576452193,-248656.08000000007,-625011.0778441448,2847148.217844145
2024-02-20,20900.0,-8532.028637458832,104385.02863745883,-1.4930052539315355,0.2928514768882877,18.72249650387392,480898.38999999966,-154446.80101641687,2857482.3310164167
2024-02-21,6385.0,-2486.6843585841707,104724.68435858417,-0.7818718759870755,-0.5013331614618046,18.734809266236937,80898.72999999998,-84064.51548480894,2867998.7754848087
2024-02-22,11881.0,9051.865666340746,105067.13433365925,0.5620247320706149,0.047642194863676934,18.74785864198207,394912.03000000026,300169.10340918833,2878677.1865908117
2024-02-23,-13088.0,-4380.743248200015,105411.74324820001,-0.1592504780449815,-0.1253551824379393,18.761605541238705,-386398.31999999983,-97048.58102996275,2889496.551029963
2024-02-24,15099.0,10372.054367635166,105757.94563236483,-1.0590420577588304,-1.1988029407038248,18.77601124174576,147801.5299999998,39811.32838257402,2900438.171617426
2024-02-25,-21873.0,-11848.142214280902,106105.1422142809,1.858784781699928,0.6449570287464823,18.79103605399538,-317784.7799999998,-289017.88233671896,2911482.602336719
2024-02-26,-9190.0,-21385.81375335912,106452.81375335912,1.1731159724734397,1.8024780167582755,18.806631038457027,-62903.90000000037,-363049.88435753854,2922610.7043575384
2024-02-27,31763.0,10029.650411840033,106800.34958815997,-2.3265176831362133,-0.5401608600413326,18.822752232120422,589317.21,215076.92122667888,2933801.108773321
2024-02-28,-5866.0,3817.025956751153,107146.97404324885,0.6212940321961717,0.06451582429058078,18.83936957998468,-56134.45999999996,147713.9246333302,2945029.6453666696
2024-02-29,17071.0,20543.011167530945,107491.98883246905,0.028105301391160964,0.07554184652536122,18.85644885914106,470287.39000000013,606757.1565356674,2956273.8034643326
2024-03-01,-12220.0,7980.27487797536,107834.72512202464,-0.33687901892463756,-0.27884465774630485,18.87395634448809,-383388.45999999996,212130.2878390043,2967512.2121609957
2024-03-02,4584.0,12224.327410991726,108174.67258900827,-0.7256148470670389,-1.0223620541341667,18.891858893808912,-110275.68999999994,90638.62768047303,2978728.182319527
2024-03-03,-24944.0,-13056.382486707735,108511.38248670773,2.1622792852008494,1.1216549115680543,18.91012121330754,-342874.93000000017,-263414.7816105704,2989906.6616105703
2024-03-04,-2630.0,-16019.50039192471,108844.50039192471,-0.4882413012828124,0.6148347030009127,18.92870012059187,-43827.10999999987,-318368.52707689535,3001033.2970768954
2024-03-05,18209.0,1860.4288622311724,109173.57113776883,-0.8177640686888807,-0.22179033311058305,18.947561088014485,380458.6000000001,51031.66676018899,3012091.703239811
2024-03-06,19960.0,21495.984049906285,109498.01595009372,0.0066601197926488,-0.23424345732635743,18.966674332022908,513361.13999999966,553421.4719266505,3023063.0380733493
2024-03-07,-10510.0,10666.729590086048,109817.27040991395,0.2791887594457414,0.025611276422793594,18.9860083577195,-198513.18999999994,344042.4666855964,3033928.8533144034
2024-03-08,-2765.0,7588.064037681441,110130.93596231856,-0.12179649599127274,-0.11570672462152132,19.00552986277254,-107593.65999999968,225702.68907272583,3044674.9709272743
2024-03-09,20315.0,27595.303642591156,110438.69635740884,-1.1177143098913156,-1.2530969142084878,19.02520574246819,193016.33999999985,408104.1324750767,3055289.8675249233
2024-03-10,-35486.0,-8192.293895162948,110740.29389516295,2.1777254932287704,0.904832322194661,19.045001999293813,-565664.71,-168034.47125340812,3065763.761253408
2024-03-11,-5714.0,-14201.683802284679,111035.68380228468,-0.2512737952270392,0.6336855594823376,19.064874966779097,-93077.49000000022,-271438.2192104268,3076090.0192104266
2024-03-12,13758.0,-732.7580933336285,111324.75809333363,-0.18459920898713023,0.4291733570896916,19.084787960184613,354586.5,72977.58806860074,3086260.711931399
