date,trip_count_seas_diff7,trip_count_stl_deseas,avg_fare_seas_diff7,avg_fare_stl_deseas,total_revenue_seas_diff7,total_revenue_stl_deseas
2023-12-29,-24936.0,75055.83677953774,2.079012244986785,20.933916379836102,-461215.3500000001,2359247.437945772
2023-12-30,-801.0,74781.56955740243,1.6090674348036664,22.272829541133795,151354.3799999999,2340538.3499114467
2023-12-31,11098.0,80756.1927494321,1.3673616947134377,20.51936725525156,427044.45999999996,2371687.665869331
2024-01-01,35086.0,94921.61654186029,1.0841348698789446,21.95535460451611,1143547.2499999998,2844949.060038203
2024-01-02,7232.0,81645.73188503415,-0.02664801157476404,20.583568503554545,218383.13000000012,2355510.8877659296
2024-01-03,1325.0,82008.90087351782,-1.511815733905486,20.506159511871722,-105482.38000000035,2366234.0217501037
2024-01-04,18480.0,91166.86035002061,-2.6980259075356585,18.435416884565218,257612.5599999996,2512539.4323318135
2024-01-05,17012.0,92436.8484387722,-2.880555788458093,18.018608032381913,173856.83000000007,2489036.058572419
2024-01-06,14580.0,90189.8288164191,-3.2395764032702097,19.143502701006312,56751.389999999665,2438624.9235810307
2024-01-07,-9086.0,69586.56122880126,0.23794981162006223,20.63442726143445,-189370.32000000007,2154065.5313360095
2024-01-08,-726.0,94141.96726648972,-3.265560647127902,18.62660926936953,-232364.66999999993,2558821.8435381423
2024-01-09,18400.0,97905.3348252682,-4.2391347825190415,16.47676835250506,79242.09999999963,2471177.921408679
2024-01-10,12672.0,94648.14644804814,-1.904454831534327,18.45874744455673,188208.74000000022,2551995.685368922
2024-01-11,2192.0,93358.15252671755,0.08889912330892358,18.740848984394663,101909.16000000015,2597358.150512357
2024-01-12,575.0,94657.68353594282,0.6849287753323559,18.780137997328627,131598.75999999978,2639133.57267813
2024-01-13,7593.0,96503.39499984025,-0.04405599487220613,19.129728435026436,215811.5700000003,2665740.4405285
2024-01-14,26581.0,97304.94692687795,-1.6776516376097135,18.564393936008752,565544.49,2728577.661461193
2024-01-15,-2885.0,92578.44167506893,0.5741895214619106,19.137197376052974,-54508.639999999665,2518506.466494485
2024-01-16,-817.0,95209.3761824771,2.2960355469778975,19.038061044433558,272161.13000000035,2710272.074970692
2024-01-17,15100.0,108522.94005065435,0.2791696069225367,18.783242658718414,430403.96999999974,2959531.423645257
2024-01-18,5291.0,99225.70450904114,-0.7051202326735257,18.121398464492078,34733.05000000028,2631261.727536706
2024-01-19,-7687.0,88629.00848822671,-1.3194602434358025,17.56881949233028,-384047.46999999974,2299005.603778329
2024-01-20,3931.0,99262.78799697771,-0.921875471398522,18.08727026560113,-50978.830000000075,2613245.73064335
2024-01-21,-9839.0,89047.59887441882,0.6018114734308391,18.829530382311134,-196198.97999999998,2536801.747511199
2024-01-22,8419.0,100980.44828463237,-0.7344872211191991,18.306204448677335,199983.8999999999,2717097.0450576525
2024-01-23,6677.0,100477.91742681368,-1.4907964312592767,17.952931232436242,4783.339999999851,2684494.2927332185
2024-01-24,-5175.0,102247.05271076325,-0.5136944298500978,18.242380478315738,-191316.0299999998,2744765.474024051
2024-01-25,-76.0,99429.62459313081,0.39656668035527076,18.4493494033195,61730.82999999961,2696314.3365467135
2024-01-26,9676.0,99572.47174781626,0.6211769120820598,18.292984849949818,336093.6000000001,2675510.4949607174
2024-01-27,1696.0,100486.13572789446,0.44383860039359746,18.476276336465837,112454.66999999993,2730736.444802605
2024-01-28,8171.0,99859.9823058875,-0.37305185039340927,18.136244220300085,170598.84000000032,2731901.2285844
2024-01-29,-1028.0,98761.70548158429,-0.044061085710008996,18.328886753495595,-25179.62999999989,2670096.260591669
2024-01-30,1413.0,100635.40805330472,-0.36047265882457324,17.95227137800858,4567.719999999739,2679939.3913558074
2024-01-31,-2955.0,99250.14355541184,-0.16047958035861498,18.052144572317673,-102694.33000000007,2630529.4571088506
2024-02-01,-329.0,98316.48874782873,-0.16185731829687455,18.226191259390646,-26233.739999999758,2648459.914950166
2024-02-02,-237.0,99595.17621784448,-0.3951514157998801,17.89746893562629,-52080.130000000354,2643201.355473369
2024-02-03,170.0,101251.84721652776,-0.35730032143071355,18.01481243889992,-44100.37000000011,2704275.7892518635
2024-02-04,-4568.0,96618.24635947862,0.4828735745099131,18.510885704957282,-57182.25,2668080.793186628
2024-02-05,3840.0,101701.63689143404,-0.2974587218267146,18.170318637550494,77906.22999999998,2748715.024564826
2024-02-06,823.0,101661.0186258741,0.3573645097582805,18.298947681703105,63151.700000000186,2746296.055074964
2024-02-07,801.0,100405.19671041488,0.9359207159118306,19.044638203354737,145398.3500000001,2791021.716541977
2024-02-08,3991.0,100431.13563062556,0.289831218431015,18.558375889755958,157101.70999999996,2770061.4644853664
2024-02-09,4863.0,104947.99993627159,0.7255155347928124,18.525077048187097,227704.68000000017,2871409.691687541
2024-02-10,901.0,102372.70966421082,0.6206024385616402,18.560603308755244,104279.15000000037,2821285.1570183593
2024-02-11,8344.0,104617.22597846575,-0.059827832708567286,18.441666313369517,202166.78999999957,2864684.9033514606
2024-02-12,3502.0,106470.44659027408,0.17062929474298372,18.481379534969268,108983.98999999976,2890368.553531736
2024-02-13,-32799.0,70006.61026965508,-1.4063587024118114,16.859214666356237,-997741.3499999999,1736287.9506129369
2024-02-14,18424.0,118465.12468384155,-0.8313434155097177,18.207855604301137,354943.1200000001,3147662.522662118
2024-02-15,8595.0,107025.28336540621,-0.48527971744242393,18.14526846378984,121184.1499999999,2855196.964736676
2024-02-16,-4786.0,100770.24300230727,0.501422066188173,19.031566860978447,-85630.46999999974,2803113.7883784417
2024-02-17,-6070.0,95610.81431928,-0.027404192691367513,18.509583826960302,-178662.39000000013,2634944.845493085
2024-02-18,-3031.0,101845.14409082028,-0.30053679491475904,18.08285985164507,-135752.28999999957,2738677.4480848135
2024-02-19,-15853.0,92202.01615604159,1.6257461382463703,20.009016442406818,-327267.56999999983,2591777.4809280937
2024-02-20,27763.0,98348.20896479696,2.3089570276119673,19.182190028536443,969293.6699999997,2698273.6523421346
2024-02-21,-17898.0,100006.82795320576,0.18889612874796313,18.414830045440542,-428588.1500000004,2717700.5595688014
2024-02-22,-7118.0,97602.7297036916,0.4477291169912476,18.67149697282666,-105627.8999999999,2705826.4154396993
2024-02-23,-3192.0,97767.84569773114,-0.49110818969620595,18.59087414578671,-140833.75,2679178.4259390547
2024-02-24,12111.0,106784.8075179208,0.07350157438622773,18.606698437734753,316676.68999999994,2920389.8548100824
2024-02-25,2055.0,105094.3752403584,0.7316316806030798,18.716093454033896,151671.5,2913455.0747136166
2024-02-26,10114.0,104113.11554673633,0.10075582052155951,20.085844885876003,337423.6799999997,2966205.5011288337
2024-02-27,20977.0,119909.6024661212,-0.7327566086831183,18.428780496700078,445842.5,3156491.8368209824
2024-02-28,8726.0,108395.80238285601,0.670409299500129,19.076392619340986,308809.31000000006,3027848.8405516506
2024-02-29,13916.0,110548.36793050641,0.13648986882067504,18.81830478496262,384184.6699999999,3057779.59353733
2024-03-01,14784.0,112055.25020987372,-0.04113867205898103,18.690747609236784,387194.5299999998,3081384.625660085
2024-03-02,4269.0,109441.39480333027,0.29228853863281046,18.949729666920707,129117.31000000006,2985490.1414626623
2024-03-03,1198.0,107747.83445040224,0.595783042133732,19.135391833973124,104027.15999999968,3037699.8563903156
2024-03-04,7758.0,112601.24752102108,-1.06557423162252,18.99623257900807,123103.95000000019,3109355.3300836566
2024-03-05,-5796.0,114316.50145801189,0.4431793828248125,18.914713389860996,-85754.65999999968,3108259.223111481
2024-03-06,20030.0,128413.63724866364,-0.17145452957871044,18.899971974798515,483740.93999999994,3509663.2241448443
2024-03-07,-7551.0,102659.98509603711,0.07962892847587,18.92012957111885,-185059.64000000013,2861290.20145016
2024-03-08,1904.0,112851.58517382847,0.2947114514092348,19.091362380940506,90735.16000000015,3161299.7156092175
2024-03-09,17635.0,127061.63699536736,-0.09738801141504183,18.878067006850646,394027.18999999994,3336055.316215296
2024-03-10,7093.0,115880.0537929949,-0.08194180338712087,18.87597830761559,171237.41000000015,3208192.8067301596
2024-03-11,4009.0,116584.18061154861,0.15502570266865234,19.092390475281643,121987.0299999998,3246258.710610243
2024-03-12,-442.0,113918.68597265975,0.7881905623704029,19.720877487442618,96114.9299999997,3247852.623124669
2024-03-13,-13005.0,114932.37073048521,0.5291096078908097,19.489321831991084,-228297.35999999987,3271792.6393167772
2024-03-14,14574.0,117019.9969690198,0.7503901690533716,19.70287039206176,491975.53000000026,3345384.951998304
2024-03-15,8852.0,121707.71248845983,0.3743608376412233,19.494236387664177,281807.58999999985,3452329.249924195
2024-03-16,-9142.0,118526.00803052232,1.1132158621788015,20.049665579708726,-29414.60999999987,3278749.1520256144
2024-03-17,-1115.0,114908.8871601885,1.0843781143065812,19.93499400830791,115383.0299999998,3316327.37242878
2024-03-18,-3241.0,113711.13502014044,0.6118309560075375,19.629332428852763,-11621.739999999758,3251569.2487326367
2024-03-19,-634.0,113204.99624952905,-0.3995901028106026,19.314497236784156,-69326.86999999965,3199217.2005196116
