date,trip_count,avg_fare,total_revenue
2024-04-07,103660,20.336118271271463,2980067.79
2024-04-08,95659,19.724704732435004,2765249.11
2024-04-09,118660,19.657674110905106,3386202.45
2024-04-10,119828,19.074359665520582,3322413.48
2024-04-11,140023,19.451335352049306,3921632.62
2024-04-12,121749,19.31518566887613,3422597.55
2024-04-13,127663,18.059486773771567,3281677.38
2024-04-14,109413,20.49321013042326,3157194.59
2024-04-15,99320,20.637240132903745,2987858.84
2024-04-16,109367,19.739136759717283,3156516.45
2024-04-17,124715,19.44814408852183,3557297.24
2024-04-18,132260,19.702608800846818,3799300.5
2024-04-19,117345,19.183982530146153,3307261.32
2024-04-20,130514,19.032359057265886,3490487.8
2024-04-21,103885,20.188494970399958,2970232.36
2024-04-22,88958,20.123785269453,2617622.6
2024-04-23,98516,19.183554244995737,2796986.01
2024-04-24,106940,19.591262577146065,3089667.07
2024-04-25,121148,20.274573249248853,3583769.71
2024-04-26,111179,19.77389507011216,3221672.65
2024-04-27,116000,18.80412974137931,3106998.3
2024-04-28,97606,20.662867754031517,2859206.19
2024-04-29,95571,20.35985204716912,2854339.69
2024-04-30,110258,19.063865207059806,3104925.97
2024-05-01,120079,19.77742594458648,3476028.44
2024-05-02,131044,20.18204656451268,3849194.39
2024-05-03,125946,19.661297857812077,3617630.68
2024-05-04,131406,18.530064076221787,3458897.54
2024-05-05,117816,20.648349884565764,3406182.96
2024-05-06,101371,21.352968797782403,3140634.17
2024-05-07,117535,20.0651817756413,3432611.98
2024-05-08,125848,20.235658016019325,3703602.23
2024-05-09,134499,20.440744020401638,3987910.44
2024-05-10,135960,19.963672403648133,3909921.83
2024-05-11,128574,18.981912361752766,3438517.96
2024-05-12,110500,20.41372081447964,3179340.53
2024-05-13,109606,21.045590022444028,3345589.97
2024-05-14,129835,20.775089998844688,3871891.4899999998
2024-05-15,136374,21.12082068429466,4107081.39
2024-05-16,141525,20.782557851969617,4230934.95
2024-05-17,131049,20.175606681470292,3812839.18
2024-05-18,135555,19.609400095902032,3696522.18
2024-05-19,112397,21.29068676210219,3346069.61
2024-05-20,104796,20.776761040497732,3157814.64
2024-05-21,119616,19.859677384296415,3462279.48
2024-05-22,128789,20.20935390444836,3766195.59
2024-05-23,120620,20.476199054883104,3567275.93
2024-05-24,107656,20.604541038121425,3181860.29
2024-05-25,88223,19.259259830203007,2397401.52
2024-05-26,83848,20.21598583150463,2354266.64
2024-05-27,71178,21.399183736547812,2147445.26
2024-05-28,103110,20.936117350402483,3135251.72
2024-05-29,119362,20.050613176722912,3464095.45
2024-05-30,121754,20.312740525978615,3587079.63
2024-05-31,115249,19.95731728691789,3329835.69
2024-06-01,128176,19.287424634877045,3459605.8
2024-06-02,104970,21.960997427836524,3218421.84
2024-06-03,107827,20.441092861713674,3213524.43
2024-06-04,122809,20.15268848374305,3595020.71
2024-06-05,131962,19.91872690623058,3808607.12
2024-06-06,139717,20.723057824030004,4156336.46
2024-06-07,129568,19.86754144541862,3702073.33
2024-06-08,129638,19.27973001743316,3474190.4899999998
2024-06-09,104703,22.20498839574797,3214238.31
2024-06-10,104055,20.5624899332084,3117077.72
2024-06-11,117653,19.25802818457668,3338324.82
2024-06-12,120654,19.0118496693023,3392588.13
2024-06-13,126150,19.2542275862069,3581878.09
2024-06-14,121253,19.023398431379018,3369181.64
2024-06-15,112951,19.100478083416704,3048486.21
2024-06-16,102830,21.06165710395799,3007074.51
2024-06-17,98648,19.551290750952884,2828585.7399999998
2024-06-18,120008,19.029522198520098,3328707.11
2024-06-19,101399,18.889262714622433,2840201.27
2024-06-20,122369,19.967673430362264,3546263.98
2024-06-21,116966,19.634675375750216,3330642.94
2024-06-22,115457,18.826766761651523,3077332.11
2024-06-23,100472,20.34877309101043,2897592.87
2024-06-24,107912,21.23155812143228,3314718.45
2024-06-25,124567,20.48532083135983,3664755.58
2024-06-26,130609,20.42273036314496,3815779.21
2024-06-27,125401,21.775599636366536,3882978.02
2024-06-28,110000,20.855314727272727,3276367.96
2024-06-29,107546,19.603670336414186,2947296.04
2024-06-30,89683,21.535156941672334,2665557.92
2024-07-01,83974,20.952376568938007,2524911.73
2024-07-02,86252,19.528357603301952,2435071.94
2024-07-03,78854,19.742712988561138,2244610.43
2024-07-04,60370,20.82379228093424,1737964.1
2024-07-05,72440,19.922523605742686,2065423.54
2024-07-06,73447,20.978117281849496,2166620.56
2024-07-07,74191,22.961001334393657,2392629.28
2024-07-08,89558,21.331848746064004,2765027.85
2024-07-09,108723,19.96995401157069,3148612.8
2024-07-10,116736,19.533600089089912,3308157.59
2024-07-11,115699,20.50598190131289,3414959.73
2024-07-12,99605,19.692737613573616,2844733.96
2024-07-13,98652,19.41623656894944,2702491.26
2024-07-14,94102,20.952870183417993,2751089.6
2024-07-15,100198,20.923008044072738,3014896.88
2024-07-16,125251,19.755463988311472,3561590.34
2024-07-17,125823,19.69395500027817,3558974.86
2024-07-18,118079,21.01824405694493,3563469.96
2024-07-19,103487,20.328677418419705,3022707.37
2024-07-20,103459,19.815690756724887,2865062.46
2024-07-21,90761,21.426816363856723,2714484.76
2024-07-22,92287,20.564465200949215,2743105.83
2024-07-23,107309,20.170999916130054,3131935.42
2024-07-24,112100,19.821271543264942,3223007.32
2024-07-25,111872,20.629706450228834,3333160.4
2024-07-26,97068,20.176926999629124,2836594.23
2024-07-27,94901,19.69744702374053,2634972.9899999998
2024-07-28,87011,21.247087954396573,2598045.0
2024-07-29,86147,20.452159796626695,2565050.25
